year;title;author_lastname;author_firstname;gender;pub_year;pub_year_clean;fantasy;epoch;BW;BY;BE;BB;HB;HH;HE;MV;NI;NW;RP;SL;SN;ST;SH;TH
2009;Seeschlacht;Goering;Reinhard;m;1918;1918;0;Expressionismus;;;;;1;;;;;;;;;;;
2019;Sommerhaus, später;Hermann;Judith;f;1998;1998;0;Gegenwartsliteratur;;;;;;;;;;1;;;;;;
2006;Sprachgitter;Celan;Paul;m;1959;1959;0;Nachkriegsliteratur;;;;;;;;;1;;;;;;;
2023;Tauben fliegen auf;Abonji;Melinda Nadj;f;2010;2010;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2024;Tauben fliegen auf;Abonji;Melinda Nadj;f;2010;2010;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2025;Tauben fliegen auf;Abonji;Melinda Nadj;f;2010;2010;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2009;Tauben im Gras;Koeppen;Wolfgang;m;1951;1951;0;Trümmerliteratur, Nachkriegsliteratur;;;;;;1;;;;;;;;;;
2013;Tauben im Gras;Koeppen;Wolfgang;m;1951;1951;0;Trümmerliteratur, Nachkriegsliteratur;;;;;;;;;;1;;;;;;
2014;Tauben im Gras;Koeppen;Wolfgang;m;1951;1951;0;Trümmerliteratur, Nachkriegsliteratur;;;;;;;;;;1;;;;;;
2015;Tauben im Gras;Koeppen;Wolfgang;m;1951;1951;0;Trümmerliteratur, Nachkriegsliteratur;;;;;;;;;;1;;;;;;
2022;Terror;Schirach;Ferdinand;m;2015;2015;0;Gegenwartsliteratur;;;;;;;;;;;;1;;;;
2023;Terror;Schirach;Ferdinand;m;2015;2015;0;Gegenwartsliteratur;;;;;;;;;;;;1;;;;
2006;Tod in Venedig;Mann;Thomas;m;1912;1912;0;Impressionismus, Moderne, Symbolismus;;;;;;1;;;;;;;1;;;
2009;Tonio Kröger;Mann;Thomas;m;1903;1903;0;Moderne;;;;;;;;;;;;;1;;;
2010;Tonio Kröger;Mann;Thomas;m;1903;1903;0;Moderne;;;;;;;;;;;;;1;;;
2011;Tonio Kröger;Mann;Thomas;m;1903;1903;0;Moderne;;;;;;;;;;;;;1;;;
2012;Tonio Kröger;Mann;Thomas;m;1903;1903;0;Moderne;;;;;;;;;;;;;1;;;
2006;Top Dogs;Widmer;Urs;m;1997;1997;0;Postmoderne, Gegenwartsliteratur;;;;;;;;;1;;;;;;;
2021;Transit;Seghers;Anna;f;1944;1944;0;Exilliteratur;;;;;;1;;;;;;;;;;
2022;Transit;Seghers;Anna;f;1944;1944;0;Exilliteratur;;;;;;1;;;;;;;;;;
2012;Under der linden;von der Vogelweide;Walther;m;1200;1200;0;Hochmittelalter;;;;;;;;;1;;;;;;;
2013;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2014;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2015;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2016;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2017;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2018;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2019;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2020;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2021;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2022;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2023;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2024;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2025;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2026;Undine;de la Motte Fouqué;Friedrich;m;1811;1811;1;Romantik;;;;;;;;;;;;;1;;;
2022;Unter der Drachenwand;Geiger;Arno;m;2018;2018;0;Gegenwartsliteratur;;;;;;;;;1;1;;;;;;
2023;Unter der Drachenwand;Geiger;Arno;m;2018;2018;0;Gegenwartsliteratur;;;;;;;;;;1;;;;;;
2024;Unter der Drachenwand;Geiger;Arno;m;2018;2018;0;Gegenwartsliteratur;;;;;;;;;;1;;;;;;
2025;Unter der Drachenwand;Geiger;Arno;m;2018;2018;0;Gegenwartsliteratur;;;;;;;;;;1;;;;;;
2017;Verbrechen;Schirach;Ferdinand;m;2009;2009;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2018;Verbrechen;Schirach;Ferdinand;m;2009;2009;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2010;Von deutscher Baukunst;Goethe;Johann Wolfgang;m;1772;1772;0;Sturm und Drang;;;;;;;;;1;;;;;;;
2014;Von morgens bis mitternachts;Kaiser;Georg;m;2011;2011;0;Expressionismus;;;;;1;;;;;;;;;;;
2015;Von morgens bis mitternachts;Kaiser;Georg;m;2011;2011;0;Expressionismus;;;;;1;;;;;;;;;;;
2016;Von morgens bis mitternachts;Kaiser;Georg;m;2011;2011;0;Expressionismus;;;;;1;;;;;;;;;;;
2020;Vor dem Fest;Stanisic;Sasa;m;2014;2014;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2019;Vor dem Fest;Stanisic;Sasa;m;2014;2014;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2009;Vor Sonnenaufgang;Hauptmann;Gerhart;m;1889;1889;0;Naturalismus;;;;;;1;;;;;;;;;;
2009;Wünschelrute;Eichendorff;Joseph;m;1835;1835;0;Romantik;;;;;;;;;1;;;;;;;
2021;Weh dem, der aus der Reihe tanzt;Harig;Ludwig;m;1990;1990;0;Gegenwartsliteratur;;;;;;;;;;;;1;;;;
2013;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;;1;;;;;;
2020;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;;;;;;;1;;;;;;;;;
2021;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;;;;;1;;1;;;;;;;;;
2022;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;;;;;1;;1;;;;;;;;;
2023;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;1;;1;1;1;1;;;;;;;1;;;
2024;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;1;;1;1;;1;1;;;1;;;1;;1;
2025;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;1;;1;1;;1;1;;1;1;;;;;1;
2026;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz, Realismus, Naturalismus;1;;;;;;1;;;;;;1;;1;
2006;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;;;;;;;1;;;
2007;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;1;;;;1;;;
2008;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;1;;;;;;;
2009;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;1;;1;;;;;;1;;;
2010;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;1;1;;;;;;;;;;
2011;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;;;;;;;;
2012;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;;;;;;;;
2017;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;1;;;;;;;;;;
2018;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;1;;;;;;;;;;
2019;Woyzeck;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;1;;;;;;;;;
2024;Zehn;Potente;Franka;f;2010;2010;0;Gegenwartsliteratur;;;;;;;;;;;;;;;1;
2026;Zehn;Potente;Franka;f;2010;2010;0;Gegenwartsliteratur;;;;;;;;;;;;;;;1;
2013;Ziehende Landschaft;Domin;Hilde;f;1955;1955;0;Trümmerliteratur, Nachkriegsliteratur, Exilliteratur;;;;;;1;;;;;;;;;;
2014;Ziehende Landschaft;Domin;Hilde;f;1955;1955;0;Trümmerliteratur, Nachkriegsliteratur, Exilliteratur;;;;;;1;;;;;;;;;;
