"","book1","book2","count","years","states"
"184","Brief des Lord Chandos","Faust I",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"185","Brief des Lord Chandos","Frau Jenny Treibel",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"186","Brief des Lord Chandos","Hiob",3,"2006, 2007, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HE, NI, NW, SH, SN"
"187","Brief des Lord Chandos","Hälfte des Lebens",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"188","Brief des Lord Chandos","Ich fürchte mich so vor der Menschen Wort",2,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"189","Brief des Lord Chandos","In seiner frühen Kindheit ein Garten",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, NW, SN"
"190","Brief des Lord Chandos","Iphigenie auf Tauris",3,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022","BB, BE, HB, HE, HH, NI, NW"
"191","Brief des Lord Chandos","Irrungen, Wirrungen",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018","HE, NI, NW"
"192","Brief des Lord Chandos","Kabale und Liebe",3,"2006, 2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"193","Brief des Lord Chandos","Kaspar Hauser Lied",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"194","Brief des Lord Chandos","Lenz",2,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HB, HE, NI, NW"
"195","Brief des Lord Chandos","Linguistik",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"196","Brief des Lord Chandos","Mario und der Zauberer",4,"2006, 2007, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"197","Brief des Lord Chandos","Mathilde Möhring",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, HH, NI, NW"
"198","Brief des Lord Chandos","Medea. Stimmen",3,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, NW, SN"
"199","Brief des Lord Chandos","Nachtcafé",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"200","Brief des Lord Chandos","Prinz Friedrich von Homburg",3,"2006, 2007, 2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NI, NW"
"201","Brief des Lord Chandos","Prometheus",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"202","Brief des Lord Chandos","Schlechte Zeiten für Lyrik",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, HH, NI, NW"
"203","Brief des Lord Chandos","Sprachgitter",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"204","Brief des Lord Chandos","Tauben im Gras",3,"2006, 2007, 2009, 2013, 2014, 2015, 2016","HE, HH, NI, NW"
"205","Brief des Lord Chandos","Top Dogs",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"206","Brief des Lord Chandos","Woyzeck",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"207","Bruder Hitler","Der Untertan",1,"2023, 2024","HH, NI"
"208","Bruder Hitler","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"209","Buddenbrooks","Dantons Tod",1,"2007, 2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HE, HH, NI, NW"
"210","Buddenbrooks","Das Marmorbild",2,"2007, 2008, 2009, 2010, 2013, 2014, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, HH, NI, NW"
"211","Buddenbrooks","Der Sandmann",4,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, HH, NW, SN"
"212","Buddenbrooks","Die Physiker",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, HH, NI, NW, SN"
"213","Buddenbrooks","Die Verwandlung",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, HH, NI, NW, SN"
"214","Buddenbrooks","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014","HE, HH, NI, NW"
"215","Buddenbrooks","Effi Briest",2,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2024, 2025, 2026","HE, HH, NW, SH, SN"
"216","Buddenbrooks","Faust I",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"217","Buddenbrooks","Hiob",1,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HE, HH, NW, SH, SN"
"218","Buddenbrooks","Homo faber",2,"2007, 2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HE, HH, NW"
"219","Buddenbrooks","Iphigenie auf Tauris",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HE, HH, NI, NW"
"220","Buddenbrooks","Irrungen, Wirrungen",2,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2018","HE, HH, NI, NW"
"221","Buddenbrooks","Kabale und Liebe",1,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"222","Buddenbrooks","Leben des Galilei",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2021, 2022, 2023, 2024, 2025","BW, HE, HH, NW, SN"
"223","Buddenbrooks","Maria Stuart",3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NW, SH, SN"
"224","Buddenbrooks","Mario und der Zauberer",2,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"225","Buddenbrooks","Medea. Stimmen",2,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NI, NW, SN"
"226","Buddenbrooks","Prinz Friedrich von Homburg",1,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"227","Buddenbrooks","Professor Unrat",1,"2007, 2008, 2009, 2010, 2013, 2014","HE, HH, NW"
"228","Buddenbrooks","Tauben im Gras",2,"2007, 2008, 2009, 2010, 2013, 2014, 2015","HE, HH, NW"
"229","Buddenbrooks","Woyzeck",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"230","Corpus Delicti","Das Marmorbild",3,"2007, 2008, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, SL, SN"
"231","Corpus Delicti","Der Besuch der alten Dame",12,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"232","Corpus Delicti","Der Hessische Landbote",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, SL, SN"
"233","Corpus Delicti","Der Process",4,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NW, SL, SN"
"234","Corpus Delicti","Der Sandmann",2,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NW, SL, SN"
"235","Corpus Delicti","Der Trafikant",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NW, SL, SN"
"236","Corpus Delicti","Der Verschollene",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SH, SL, SN"
"237","Corpus Delicti","Der zerbrochne Krug",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"238","Corpus Delicti","Deutschland. Ein Wintermärchen",2,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SL, SN"
"239","Corpus Delicti","Die Berliner Antigone",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"240","Corpus Delicti","Die Physiker",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, SL, SN"
"241","Corpus Delicti","Die Verwandlung",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, NW, SL, SN"
"242","Corpus Delicti","Faust I",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SL, SN"
"243","Corpus Delicti","Furor. Theater der Gegenwart",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"244","Corpus Delicti","Hamlet",10,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"245","Corpus Delicti","Heimsuchung",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"246","Corpus Delicti","Hikikomori",3,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"247","Corpus Delicti","In der Strafkolonie",8,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"248","Corpus Delicti","In seiner frühen Kindheit ein Garten",8,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"249","Corpus Delicti","Jakob der Lügner",5,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"250","Corpus Delicti","Kabale und Liebe",2,"2007, 2008, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SL, SN"
"251","Corpus Delicti","Landnahme",8,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"252","Corpus Delicti","Leben des Galilei",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"253","Corpus Delicti","Maria Stuart",12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SH, SL, SN"
"254","Corpus Delicti","Mario und der Zauberer",5,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SL, SN"
"255","Corpus Delicti","Medea",8,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"256","Corpus Delicti","Medea. Stimmen",8,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, SL, SN"
"257","Corpus Delicti","Meine Emancipation",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"258","Corpus Delicti","Michael Kohlhaas",4,"2007, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SH, SL, SN"
"259","Corpus Delicti","Nathan der Weise",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, NW, SL, SN"
"260","Corpus Delicti","Terror",2,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"261","Corpus Delicti","Undine",12,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"262","Corpus Delicti","Woyzeck",19,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SL, SN"
"263","Dantons Tod","Das Feuer",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"264","Dantons Tod","Die letzten Tage der Menschheit",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"265","Dantons Tod","Faserland",1,"2008, 2009, 2010, 2011, 2013, 2017, 2018","BW, HB, HH, NI"
"266","Dantons Tod","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"267","Dantons Tod","Heeresbericht",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"268","Dantons Tod","Herr Lehmann",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"269","Dantons Tod","Homo faber",2,"2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HE, HH, NI"
"270","Dantons Tod","Im Westen Nichts Neues",1,"2008, 2009, 2010, 2016, 2017, 2018","BW, HB, HH, NI"
"271","Dantons Tod","Ingrid Babendererde. Reifeprüfung 1953",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"272","Dantons Tod","Lenz",2,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","BW, HB, HE, HH, NI"
"273","Dantons Tod","Leonce und Lena",2,"2008, 2009, 2010, 2017, 2018, 2024","BW, HB, HH, NI"
"274","Dantons Tod","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, SH, SN"
"275","Dantons Tod","Professor Unrat",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"276","Dantons Tod","Seeschlacht",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"277","Dantons Tod","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"278","Das Erdbeben in Chili","Der Zauberlehrling",1,"2011","NI"
"279","Das Erdbeben in Chili","Die Marquise von O.",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"280","Das Erdbeben in Chili","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"281","Das Erdbeben in Chili","Ein Volksfeind",1,"2011","NI"
"282","Das Erdbeben in Chili","Lob des Lernens",1,"2011","NI"
"283","Das Erdbeben in Chili","Lob des Zweifels",1,"2011","NI"
"284","Das Erdbeben in Chili","Mutterliebe",1,"2011","NI"
"285","Das Feuer","Die Kindermörderin",1,"2008, 2009","HB"
"286","Das Feuer","Die Leiden des jungen Werthers",1,"2006, 2008, 2009, 2010, 2013, 2014","HB, HH, NI"
"287","Das Feuer","Die Soldaten",1,"2008, 2009, 2010","HB, HH"
"288","Das Feuer","Die letzten Tage der Menschheit",1,"2008, 2009","HB"
"289","Das Feuer","Heeresbericht",2,"2008, 2009","HB"
"290","Das Feuer","Im Westen Nichts Neues",2,"2008, 2009, 2016","HB, NI"
"291","Das Feuer","Kabale und Liebe",1,"2007, 2008, 2009, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"292","Das Feuer","Lenz",1,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"293","Das Feuer","Leonce und Lena",1,"2008, 2009, 2010, 2024","HB, NI"
"294","Das Feuer","Seeschlacht",2,"2008, 2009","HB"
"295","Das Feuer","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"296","Das Göttliche","Das kunstseidene Mädchen",1,"2006, 2023, 2024, 2025, 2026","HH, NI, SH"
"297","Das Göttliche","Der Verschollene",3,"2006, 2015, 2016, 2023, 2024, 2025, 2026","BW, HH, NI, SH"
"298","Das Göttliche","Der zerbrochne Krug",1,"2006, 2015, 2016, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"299","Das Göttliche","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012, 2023, 2024, 2025, 2026","HE, HH, NI, SH"
"300","Das Göttliche","Effi Briest",3,"2006, 2007, 2008, 2023, 2024, 2025, 2026","HE, HH, NI, SH, SN"
"301","Das Göttliche","Ein Wort",1,"2006, 2007, 2023, 2024, 2025, 2026","NI, SH"
"302","Das Göttliche","Heimsuchung",1,"2006, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"303","Das Göttliche","Hiob",3,"2006, 2014, 2015, 2016, 2023, 2024, 2025, 2026","NI, NW, SH, SN"
"304","Das Göttliche","Hälfte des Lebens",1,"2006, 2023, 2024, 2025, 2026","NI, SH"
"305","Das Göttliche","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2023, 2024, 2025, 2026","NI, SH"
"306","Das Göttliche","Kabale und Liebe",3,"2006, 2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"307","Das Göttliche","Linguistik",1,"2006, 2023, 2024, 2025, 2026","NI, SH"
"308","Das Göttliche","Maria Stuart",3,"2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, SH, SN"
"309","Das Göttliche","Mathilde Möhring",1,"2006, 2007, 2023, 2024, 2025, 2026","HH, NI, SH"
"310","Das Göttliche","Michael Kohlhaas",1,"2006, 2007, 2009, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025, 2026","HB, HE, HH, NI, SH, SN"
"311","Das Göttliche","Prometheus",1,"2006, 2023, 2024, 2025, 2026","NI, SH"
"312","Das Göttliche","Sprachgitter",1,"2006, 2023, 2024, 2025, 2026","NI, SH"
"313","Das Göttliche","Top Dogs",1,"2006, 2023, 2024, 2025, 2026","NI, SH"
"314","Das Göttliche","Woyzeck",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"315","Das Göttliche","Zehn",2,"2006, 2023, 2024, 2025, 2026","NI, SH"
"316","Das Haus in der Dorotheenstraße","Der Sandmann",3,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"317","Das Haus in der Dorotheenstraße","Die Marquise von O.",3,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"318","Das Haus in der Dorotheenstraße","Faust I",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"319","Das Haus in der Dorotheenstraße","Nathan der Weise",1,"2015, 2016, 2019, 2020, 2021, 2022, 2023","BB, BE, NI, NW, SL"
"320","Das Haus in der Dorotheenstraße","Sommerhaus, später",1,"2019, 2020, 2021","NW"
"321","Das Marmorbild","Das Schloss Dürande",2,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"322","Das Marmorbild","Der Sandmann",2,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, NW, SN"
"323","Das Marmorbild","Der Spinnerin Nachtlied",1,"2007, 2008, 2009, 2012, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"324","Das Marmorbild","Der Steppenwolf",2,"2007, 2008, 2009, 2010, 2011, 2012, 2019, 2020, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI, SN"
"325","Das Marmorbild","Der Trafikant",3,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI, NW"
"326","Das Marmorbild","Der Verlorene",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"327","Das Marmorbild","Der Verschollene",1,"2007, 2008, 2009, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HE, HH, NI, SH"
"328","Das Marmorbild","Der goldne Topf",2,"2007, 2008, 2009, 2019, 2020, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"329","Das Marmorbild","Der gute Gott von Manhattan",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"330","Das Marmorbild","Die Physiker",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI, SN"
"331","Das Marmorbild","Die Ratten",1,"2007, 2008, 2009, 2010, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"332","Das Marmorbild","Die Verwandlung",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HB, HE, NI, NW, SN"
"333","Das Marmorbild","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2009, 2011, 2012, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, HH, NI"
"334","Das Marmorbild","Effi Briest",2,"2006, 2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HE, HH, NI, SH, SN"
"335","Das Marmorbild","Ein apokalyptisches Fragment",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"336","Das Marmorbild","Faust I",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SL, SN"
"337","Das Marmorbild","Früh im Wagen",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"338","Das Marmorbild","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2007, 2008, 2009, 2010, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"339","Das Marmorbild","Homo faber",2,"2007, 2008, 2009, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"340","Das Marmorbild","In der Strafkolonie",1,"2007, 2008, 2009, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, NI, SN"
"341","Das Marmorbild","Iphigenie auf Tauris",2,"2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HB, HE, HH, NI, NW"
"342","Das Marmorbild","Lass rauschen, Lieb, lass rauschen",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"343","Das Marmorbild","Leben des Galilei",7,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI, SN"
"344","Das Marmorbild","Maria Stuart",2,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, SH, SN"
"345","Das Marmorbild","Mario und der Zauberer",5,"2006, 2007, 2008, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SN"
"346","Das Marmorbild","Mondnacht",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
