"","book1","book2","count","years","states"
"682","Deutschland. Ein Wintermärchen","Hikikomori",2,"2006, 2017, 2018, 2020, 2021, 2022, 2023","HB, HH"
"683","Deutschland. Ein Wintermärchen","Im Krebsgang",1,"2006, 2007, 2009, 2010, 2011, 2012, 2017, 2018, 2021, 2022, 2023","HB, HH, SN"
"684","Deutschland. Ein Wintermärchen","Katz und Maus",1,"2006, 2017, 2018, 2021, 2022, 2023","BB, HB, HH, NI"
"685","Deutschland. Ein Wintermärchen","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"686","Deutschland. Ein Wintermärchen","Meine Emancipation",3,"2006, 2017, 2018, 2021, 2022, 2023","HB, HH"
"687","Deutschland. Ein Wintermärchen","Michael Kohlhaas",2,"2006, 2007, 2009, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2026","HB, HE, HH, SH, SN"
"688","Deutschland. Ein Wintermärchen","Nachts ist es leise in Teheran",1,"2006, 2017, 2018, 2021, 2022, 2023, 2024, 2025","HB, HH"
"689","Deutschland. Ein Wintermärchen","Tauben fliegen auf",1,"2006, 2017, 2018, 2021, 2022, 2023, 2024, 2025","HB, HH"
"690","Deutschland. Ein Wintermärchen","Tod in Venedig",1,"2006, 2017, 2018, 2021, 2022, 2023","HB, HH, SN"
"691","Deutschland. Ein Wintermärchen","Verbrechen",2,"2006, 2017, 2018, 2021, 2022, 2023","HB, HH"
"692","Deutschland. Ein Wintermärchen","Woyzeck",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"693","Die Berliner Antigone","Die Physiker",9,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"694","Die Berliner Antigone","Die Verwandlung",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"695","Die Berliner Antigone","Emilia Galotti",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"696","Die Berliner Antigone","Faust I",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"697","Die Berliner Antigone","Hamlet",8,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","SN"
"698","Die Berliner Antigone","Im Krebsgang",5,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HH, SN"
"699","Die Berliner Antigone","Jakob der Lügner",8,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020","HB, SN"
"700","Die Berliner Antigone","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"701","Die Berliner Antigone","Maria Stuart",8,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"702","Die Berliner Antigone","Michael Kohlhaas",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"703","Die Berliner Antigone","Schachnovelle",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","SN"
"704","Die Berliner Antigone","Tonio Kröger",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","SN"
"705","Die Berliner Antigone","Undine",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"706","Die Berliner Antigone","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"707","Die Blechtrommel","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"708","Die Blechtrommel","Katz und Maus",1,"2006, 2022","BB, HH, NI"
"709","Die Dreigroschenoper","Die heilige Johanna der Schlachthöfe",3,"2016, 2017, 2018, 2019","HB, HE"
"710","Die Dreigroschenoper","Die unwürdige Greisin",3,"2017, 2018, 2019","HB"
"711","Die Dreigroschenoper","Jakob der Lügner",2,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020","HB, SN"
"712","Die Dreigroschenoper","Michael Kohlhaas",2,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"713","Die Dreigroschenoper","Peter Schlemihls wundersame Geschichte",1,"2015, 2016, 2017, 2018, 2019","HB"
"714","Die Furcht vor der Freiheit","Emilia Galotti",2,"2007, 2009, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"715","Die Furcht vor der Freiheit","Heimsuchung",1,"2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"716","Die Furcht vor der Freiheit","Herkunft",1,"2023, 2024, 2025, 2026","HB"
"717","Die Furcht vor der Freiheit","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"718","Die Furcht vor der Freiheit","Miss Sara Sampson",2,"2024, 2025, 2026","HB"
"719","Die Furcht vor der Freiheit","Nach Mitternacht",1,"2025, 2026","HB"
"720","Die Furcht vor der Freiheit","Nachts ist es leise in Teheran",1,"2023, 2024, 2025, 2026","HB"
"721","Die Furcht vor der Freiheit","Tauben fliegen auf",1,"2023, 2024, 2025, 2026","HB"
"722","Die Horen","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"723","Die Horen","Italienische Reise",1,"2021","NI"
"724","Die Horen","Römische Elegien",1,"2012, 2021","NI"
"725","Die Jahre der Liebe","Die Räuber",1,"2011, 2012","HH"
"726","Die Judenbuche","Die verlorene Ehre der Katharina Blum",2,"2017, 2018","HH"
"727","Die Judenbuche","Michael Kohlhaas",2,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"728","Die Judenbuche","Verbrechen",2,"2017, 2018","HH"
"729","Die Judenbuche","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"730","Die Jungfrau von Orleans","Die Marquise von O.",6,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"731","Die Jungfrau von Orleans","Die Verwandlung",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"732","Die Jungfrau von Orleans","Faust I",6,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"733","Die Jungfrau von Orleans","Frau Jenny Treibel",3,"2013, 2014, 2015, 2016, 2017, 2018","HE"
"734","Die Jungfrau von Orleans","Halbschatten",3,"2013, 2014, 2015, 2016, 2017, 2018","HE"
"735","Die Jungfrau von Orleans","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"736","Die Jungfrau von Orleans","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","HE, NI"
"737","Die Jungfrau von Orleans","Lenz",5,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"738","Die Jungfrau von Orleans","Mario und der Zauberer",3,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"739","Die Jungfrau von Orleans","Medea. Stimmen",3,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"740","Die Jungfrau von Orleans","Prinz Friedrich von Homburg",6,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"741","Die Jungfrau von Orleans","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"742","Die Kindermörderin","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"743","Die Kindermörderin","Die Soldaten",1,"2008, 2010","HB, HH"
"744","Die Kindermörderin","Heeresbericht",1,"2008, 2009","HB"
"745","Die Kindermörderin","Im Westen Nichts Neues",1,"2008, 2009, 2016","HB, NI"
"746","Die Kindermörderin","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"747","Die Kindermörderin","Seeschlacht",1,"2008, 2009","HB"
"748","Die Leiden des jungen Werthers","Die Ratten",1,"2006, 2008, 2009, 2010, 2013, 2014","HB, HH, NI"
"749","Die Leiden des jungen Werthers","Die Soldaten",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"750","Die Leiden des jungen Werthers","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014","HB, HE, HH, NI"
"751","Die Leiden des jungen Werthers","Emigranten-Monolog",2,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"752","Die Leiden des jungen Werthers","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2006, 2008, 2009, 2010, 2013, 2014","HB, HH, NI"
"753","Die Leiden des jungen Werthers","Heeresbericht",1,"2006, 2008, 2009, 2010, 2013, 2014","HB, HH, NI"
"754","Die Leiden des jungen Werthers","Im Krebsgang",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014","HB, HH, NI, SN"
"755","Die Leiden des jungen Werthers","Im Kreise gelausen",2,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"756","Die Leiden des jungen Werthers","Im Westen Nichts Neues",1,"2006, 2008, 2009, 2010, 2013, 2014, 2016","HB, HH, NI"
"757","Die Leiden des jungen Werthers","Kabale und Liebe",1,"2006, 2007, 2008, 2010, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"758","Die Leiden des jungen Werthers","Katz und Maus",1,"2006, 2008, 2010, 2013, 2014, 2022","BB, HB, HH, NI"
"759","Die Leiden des jungen Werthers","Maifest",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"760","Die Leiden des jungen Werthers","Man frage nicht",2,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"761","Die Leiden des jungen Werthers","Mario und der Zauberer",1,"2006, 2008, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"762","Die Leiden des jungen Werthers","Mein blaues Klavier",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"763","Die Leiden des jungen Werthers","Räuberbande",2,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"764","Die Leiden des jungen Werthers","Schlechte Zeiten für Lyrik",2,"2006, 2007, 2008, 2010, 2013, 2014","HB, HH, NI"
"765","Die Leiden des jungen Werthers","Seeschlacht",1,"2006, 2008, 2009, 2010, 2013, 2014","HB, HH, NI"
"766","Die Leiden des jungen Werthers","Tod in Venedig",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI, SN"
"767","Die Leiden des jungen Werthers","Von deutscher Baukunst",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"768","Die Leiden des jungen Werthers","Willkommen und Abschied",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"769","Die Leiden des jungen Werthers","Ziehende Landschaft",2,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"770","Die Marquise von O.","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW, SN"
"771","Die Marquise von O.","Die Verwandlung",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, NW, SN"
"772","Die Marquise von O.","Effi Briest",1,"2006, 2007, 2008, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HE, HH, NI, NW, SH, SN"
"773","Die Marquise von O.","Ein Volksfeind",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"774","Die Marquise von O.","Emilia Galotti",1,"2007, 2009, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HB, HE, HH, NI, NW, SN"
"775","Die Marquise von O.","Faust I",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"776","Die Marquise von O.","Frau Jenny Treibel",3,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"777","Die Marquise von O.","Halbschatten",3,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"778","Die Marquise von O.","Heimsuchung",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"779","Die Marquise von O.","In seiner frühen Kindheit ein Garten",1,"2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NI, NW, SN"
"780","Die Marquise von O.","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2026","BB, BE, HB, HE, HH, NI, NW"
"781","Die Marquise von O.","Irrungen, Wirrungen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"782","Die Marquise von O.","Kabale und Liebe",1,"2007, 2008, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"783","Die Marquise von O.","Lenz",5,"2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, NW"
"784","Die Marquise von O.","Lob des Lernens",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"785","Die Marquise von O.","Lob des Zweifels",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"786","Die Marquise von O.","Mario und der Zauberer",3,"2006, 2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"787","Die Marquise von O.","Mathilde Möhring",1,"2006, 2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"788","Die Marquise von O.","Medea. Stimmen",3,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NI, NW, SN"
"789","Die Marquise von O.","Michael Kohlhaas",1,"2007, 2009, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, NW, SH, SN"
"790","Die Marquise von O.","Mutterliebe",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"791","Die Marquise von O.","Nathan der Weise",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2026","BB, BE, HE, HH, NI, NW, SL"
"792","Die Marquise von O.","Prinz Friedrich von Homburg",6,"2007, 2009, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"793","Die Marquise von O.","Sommerhaus, später",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"794","Die Marquise von O.","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"795","Die Physiker","Die Verwandlung",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"796","Die Physiker","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, HH, NI, SN"
"797","Die Physiker","Effi Briest",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HE, HH, NI, SH, SN"
"798","Die Physiker","Ein Volksfeind",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"799","Die Physiker","Emilia Galotti",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2019, 2020, 2024, 2025, 2026","HB, HE, HH, NI, SN"
"800","Die Physiker","Entdeckung an einer jungen Frau",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"801","Die Physiker","Faust I",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"802","Die Physiker","Hamlet",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HE, NI, SN"
"803","Die Physiker","Heldenplatz",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"804","Die Physiker","Hiob",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HE, NI, NW, SH, SN"
"805","Die Physiker","Homo faber",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","BW, HE, NI, SN"
"806","Die Physiker","Im Krebsgang",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, HH, NI, SN"
"807","Die Physiker","Jakob der Lügner",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020","HB, HE, NI, SN"
"808","Die Physiker","Leben des Galilei",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025","BW, HE, NI, SN"
"809","Die Physiker","Lob des Lernens",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"810","Die Physiker","Lob des Zweifels",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"811","Die Physiker","Maria Stuart",8,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, SH, SN"
"812","Die Physiker","Mario und der Zauberer",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"813","Die Physiker","Mephisto",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"814","Die Physiker","Michael Kohlhaas",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, SH, SN"
"815","Die Physiker","Mutterliebe",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"816","Die Physiker","Römische Elegien",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2021","HE, NI, SN"
"817","Die Physiker","Schachnovelle",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"818","Die Physiker","Tod in Venedig",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, HH, NI, SN"
"819","Die Physiker","Tonio Kröger",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"820","Die Physiker","Under der linden",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"821","Die Physiker","Undine",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"822","Die Physiker","Woyzeck",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"823","Die Ratten","Ein apokalyptisches Fragment",1,"2009, 2010","NI"
"824","Die Ratten","Früh im Wagen",1,"2009, 2010","NI"
"825","Die Ratten","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",2,"2009, 2010","NI"
"826","Die Ratten","Lass rauschen, Lieb, lass rauschen",1,"2009, 2010","NI"
"827","Die Ratten","Maifest",1,"2009, 2010","NI"
"828","Die Ratten","Mondnacht",1,"2009, 2010","NI"
"829","Die Ratten","Von deutscher Baukunst",1,"2009, 2010","NI"
"830","Die Ratten","Willkommen und Abschied",1,"2009, 2010","NI"
"831","Die Ratten","Wünschelrute",1,"2009, 2010","NI"
"832","Die Soldaten","Einer",1,"2008, 2010","HB, HH"
"833","Die Soldaten","Heeresbericht",1,"2008, 2009, 2010","HB, HH"
"834","Die Soldaten","Im Westen Nichts Neues",1,"2008, 2009, 2010, 2016","HB, HH, NI"
"835","Die Soldaten","Kabale und Liebe",1,"2007, 2008, 2010, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"836","Die Soldaten","Seeschlacht",1,"2008, 2009, 2010","HB, HH"
"837","Die Soldaten","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"838","Die Verwandlung","Don Karlos: Infant von Spanien",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, HH, NI, NW, SN"
"839","Die Verwandlung","Effi Briest",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH, SN"
"840","Die Verwandlung","Emilia Galotti",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HB, HE, HH, NI, NW, SN"
"841","Die Verwandlung","Erstes Leid",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"842","Die Verwandlung","Faust I",19,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"843","Die Verwandlung","Frau Jenny Treibel",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"844","Die Verwandlung","Halbschatten",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"845","Die Verwandlung","Hamlet",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HB, HE, NI, NW, SN"
"846","Die Verwandlung","Heldenplatz",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"847","Die Verwandlung","Hiob",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HB, HE, NI, NW, SH, SN"
"848","Die Verwandlung","Homo faber",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","BW, HB, HE, NI, NW, SN"
"849","Die Verwandlung","Im Krebsgang",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, HH, NI, NW, SN"
"850","Die Verwandlung","In der Strafkolonie",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, NI, NW, SN"
"851","Die Verwandlung","In seiner frühen Kindheit ein Garten",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NI, NW, SN"
"852","Die Verwandlung","Iphigenie auf Tauris",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","BB, BE, HB, HE, HH, NI, NW, SN"
